7-111-R.toTranscriptome.sort	7-7-R.toTranscriptome.sort
0.046895995949634575	0.019217007328309492
0.16966299154112682	0.15493638122962994
0.21031885904854153	0.32850507941963164
0.0953233351593016	0.2292830628221052
0.20802331950399894	0.4030239029921001
0.09843667020010458	0.3572451076332455
0.3166891937319594	0.3387872459495577
0.3422922972881869	0.4878898689775049
0.24783602364339283	0.4379024748828522
0.30471528145032695	0.5348078410072457
0.3938418516782326	0.3859716072178084
0.19287104766854674	0.43771043813120053
0.3269831975918899	0.45677625289696466
0.2304226184098774	0.6032203795695313
2.011118140833536	0.8785429856802338
2.1847108314967425	2.4683833032307296
0.5921695849422968	0.9149974600447727
0.5971404835475348	0.6868801232280675
0.7551351842483974	0.7777270881725744
0.708978901458555	0.7637885552561753
0.851704011681443	0.7379009601416993
0.8033383823869058	0.8517552854475575
0.7096614578541867	0.8090427468775154
0.6814275269317103	0.8509836788728989
0.868546913251779	0.9633941752484031
0.7701414331979219	0.8074649642191005
0.7743217447178747	0.8466451102395056
0.8392102950516599	0.9266738085211542
0.8305631638679757	0.9479180386351391
0.7582462638858525	0.814050711697466
0.9464455012523103	1.034810501098889
0.9480529289099291	1.0540032903435481
0.9861327569761135	0.8679013905044449
1.0292504203495414	0.922933894068349
0.7945618602547129	0.83866309744023
0.9607381112854553	0.8654048073594468
0.994172226339102	0.9439451848760861
0.8130576889811073	0.9123857454992744
1.0320978324518708	0.9599048571558179
0.9002939160218756	1.1186672932355453
0.886601558423754	0.9994988257977823
1.1869192490987783	0.9957098864477886
0.9170500791032669	0.9974611199058274
0.8537762872455822	0.891059314925561
0.9360726356556246	0.9344584517440143
1.087274805416961	1.0467394642429564
0.8060178422423473	0.91642451675975
1.023038108392264	0.9687048265881044
0.9853662098881244	1.0562460172532937
1.1308040454174688	0.9265101013743944
0.9311928850680619	0.8684754928438878
1.0930015822783525	1.14852640174633
1.1563975122309609	1.0529600192596513
0.8864140665597364	0.8938379336335872
0.9780506152776279	1.0677694676844978
1.0704804842979334	0.9742029394381496
1.117263821862815	0.8975503379203743
1.166367513059245	1.062309954809791
1.112517366935414	0.9171422212411976
0.8904396443279821	0.8933182226501786
0.8899240006689474	0.9865132665066256
0.9208089548768034	0.920703645505374
0.8700457624298763	1.0264185343887626
1.2627012359013379	1.020790379768464
0.8760783010722848	0.960358660357886
1.0428596276954885	1.0666626474576648
1.075844184262032	1.2570533360602498
1.0086842626995558	1.114635609067717
0.8359801687930111	1.0045645528612035
1.1218674028966644	1.0898484785657394
0.8521667540593166	0.9390001244356081
1.1022362216910169	0.899689842704949
1.109633665350811	1.0087744083714636
1.0725352076201162	1.04095567159645
0.9684135525597902	0.9474627827427784
1.1555330811407833	1.0986261092207847
1.0837799516148574	1.0408961753339694
1.0684880222432438	0.9300538676050262
0.9747765309516767	1.0978802990612018
1.170495920651103	0.9151773418862937
0.9347567096404001	0.9797421490537114
1.138682835929229	1.0869651309777166
1.144731124530112	1.0068741603063212
0.8239189527512393	0.952363084010795
1.2374481759248255	1.0320304660325945
1.0064676120783944	0.9603705727382302
1.0742594193491346	1.0820655532651098
1.1212214399079723	1.0895317162312095
1.0536584306969325	1.0728447430287529
1.0021182314104893	1.0011860027549968
1.0391888002644538	1.0129862713737705
0.9191952210409945	0.91635345607824
0.9433763688032885	1.0227301869957037
1.031269792454867	1.1081627219259491
1.0417639491155968	1.0250855598007582
0.8904736045633322	1.0361642188425415
0.9847183515960435	1.0434965513229675
1.1349036153940553	1.0143555753784657
1.2581745477586983	0.9945878508704533
0.7915682818771571	0.9829106277105187
1.0885097893511426	1.17170556884661
0.9697420799137033	0.9869298918131045
1.0300155585614807	1.1981547743559526
0.9433952926415798	1.098247827682275
2.5884432711410064	1.562958017423533
0.021034545744669356	0.02801708920655759
0.027900577883267965	0.03197702504771116
0.038236524840924886	0.01768981164936601
0.01954969295182338	0.01770962319117177
0.005969939969291757	0.014314305321784284
0.02149899898535494	0.05554416279575527
0.0002179704927248816	0.03045497800242921
0.019693915020199036	0.0228309748977915
0.0016939059261516832	0.03187085645121034
0.00025521550675730153	0.02411897401760591
0.0013088769640085918	0.008515960488020032
0.019478152188869932	0.018144946292402823
0.012272406537301847	0.04174437321333992
0.00014153522388682407	0.01777420993471334
0.0013142436332213396	0.017800312358682718
0.027203539706544475	0.012677454093749948
0.044681566795576916	0.013879756040621631
0.011640388199366244	0.007226475772070533
0.0008378142468829609	0.013509385144286436
0.0033160378199377626	0.016936203901107273
0.0061584193702962755	0.012074451796383192
0.025599130356720748	0.01859051536529846
0.0019440388771990093	0.016199733003009965
0.010308784793674726	0.015208254638484207
0.0019660417275314973	0.01889395921114803
6.667794968942424e-05	0.042811569202084114
0.026720521330683714	0.011633531633146862
0.0021169753981619597	0.041628728597150465
0.0075508539434809945	0.010885593914062837
0.003219749041604182	0.014699144650839425
0.0003125441493601176	0.03937250294969283
0.0007117437959361877	0.024273320370608923
7.510748806410908e-05	0.021563402355559827
0.003671718466472961	0.010464824333897034
0.0006336115725353758	0.016347563761497794
0.02152219300989852	0.01866838346803329
0.0030253652298504264	0.027335905992345647
0.01606770572379553	0.013413290718096936
0.000623052755080882	0.011900448838927803
0.043393621596398084	0.008434118784457666
0.00041315036839002653	0.020676475694325198
0.002995772186383613	0.01425947448954271
0.0	0.027723962648351665
0.00509925499739894	0.018417473015247134
0.005954061708136645	0.007052767612144742
0.013441159144042484	0.02302940564216101
0.0006542528862512523	0.018255654041907383
0.018349232156315638	0.010745191847438358
0.0007875640448474714	0.015557155460830545
0.00011946529927618605	0.007640537073534841
0.006759498878799683	0.015973120746039064
0.0046645363718387034	0.006429250538479851
0.009737169416673033	0.008058643471668186
0.012446349554588619	0.00589249447892897
0.00021973700574159645	0.007281878788484452
0.022400540229805206	0.01169265726590199
0.000681549906010059	0.00493672204183668
0.0	0.007737532841635981
2.9948136873555443e-05	0.007956903843205765
0.0015086910694495186	0.0016630210601390773
